karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,15,109,1-2 m,1.021763,1.028709,6.9456,6797.68
Kartierung Versuch 3,15,110,1-2 m,1.980909,1.994694,13.7848,6958.84
Kartierung Versuch 3,15,111,2-3 m,2.580698,2.597447,16.7499,6490.44
Kartierung Versuch 3,15,112,1-2 m,1.707630,1.717801,10.1713,5956.40
Kartierung Versuch 3,15,113,1-2 m,1.154123,1.160257,6.1337,5314.64
Kartierung Versuch 3,15,114,2-3 m,2.052316,2.068791,16.4756,8027.81
Kartierung Versuch 3,15,115,2-3 m,2.635906,2.654817,18.9110,7174.39
Kartierung Versuch 3,15,116,1-2 m,1.214907,1.223885,8.9775,7389.43
Kartierung Versuch 3,15,117,1-2 m,1.147388,1.160278,12.8901,11234.25
Kartierung Versuch 3,15,118,1-2 m,1.410142,1.428383,18.2412,12935.75
Kartierung Versuch 3,15,119,1-2 m,1.789972,1.810205,20.2326,11303.33
Kartierung Versuch 3,15,120,1-2 m,1.789972,1.804938,14.9658,8360.93
Kartierung Versuch 3,15,121,1-2 m,1.749286,1.768222,18.9368,10825.42
Kartierung Versuch 3,15,122,1-2 m,1.906830,1.929577,22.7472,11929.33
Kartierung Versuch 3,15,123,2-3 m,2.220811,2.245171,24.3604,10969.17
Kartierung Versuch 3,15,200,1-2 m,1.736152,1.747654,11.5021,6625.07
Kartierung Versuch 3,15,202,2-3 m,2.064516,2.076257,11.7410,5687.04
Kartierung Versuch 3,15,203,2-3 m,2.797110,2.819675,22.5653,8067.37
Kartierung Versuch 3,16,17,1-2 m,1.018234,1.023315,5.0808,4989.84
Kartierung Versuch 3,16,18,0-1 m,0.758947,0.763510,4.5638,6013.38
Kartierung Versuch 3,16,19,0-1 m,0.758947,0.766851,7.9041,10414.63
Kartierung Versuch 3,16,20,0-1 m,0.339411,0.343430,4.0183,11839.01
Kartierung Versuch 3,16,21,1-2 m,1.200000,1.205753,5.7530,4794.17
Kartierung Versuch 3,16,22,0-1 m,0.720000,0.725181,5.1813,7196.24
Kartierung Versuch 3,16,23,0-1 m,0.989545,0.999196,9.6511,9753.09
Kartierung Versuch 3,16,24,0-1 m,0.240000,0.242367,2.3666,9860.83
Kartierung Versuch 3,16,25,1-2 m,1.223765,1.232813,9.0481,7393.64
Kartierung Versuch 3,16,26,0-1 m,0.339411,0.342263,2.8518,8402.08
Kartierung Versuch 3,16,27,1-2 m,1.292440,1.301082,8.6422,6686.70
Kartierung Versuch 3,16,28,1-2 m,1.200000,1.210363,10.3629,8635.76
Kartierung Versuch 3,16,29,0-1 m,0.536656,0.541385,4.7284,8810.86
Kartierung Versuch 3,16,30,0-1 m,0.240000,0.241428,1.4280,5950.11
Kartierung Versuch 3,16,31,1-2 m,1.399428,1.406689,7.2602,5187.95
Kartierung Versuch 3,16,32,1-2 m,1.223765,1.234974,11.2097,9160.05
Kartierung Versuch 3,16,33,0-1 m,0.758947,0.765056,6.1096,8050.09
Kartierung Versuch 3,16,34,0-1 m,0.339411,0.340873,1.4619,4307.12
Kartierung Versuch 3,16,35,1-2 m,1.517893,1.528639,10.7459,7079.49
Kartierung Versuch 3,16,36,1-2 m,1.697056,1.709162,12.1057,7133.35
Kartierung Versuch 3,16,37,1-2 m,1.073313,1.081356,8.0436,7494.21
Kartierung Versuch 3,16,38,0-1 m,0.758947,0.763712,4.7650,6278.43
Kartierung Versuch 3,16,39,1-2 m,1.800000,1.809480,9.4800,5266.66
Kartierung Versuch 3,16,40,1-2 m,1.444991,1.457774,12.7825,8846.08
Kartierung Versuch 3,16,41,1-2 m,1.444991,1.459102,14.1111,9765.49
Kartierung Versuch 3,16,42,0-1 m,0.967471,0.969426,1.9547,2020.40
Kartierung Versuch 3,16,43,1-2 m,1.341641,1.349491,7.8507,5851.57
Kartierung Versuch 3,16,44,2-3 m,2.095710,2.112254,16.5442,7894.34
Kartierung Versuch 3,16,45,2-3 m,2.292597,2.309209,16.6119,7245.87
Kartierung Versuch 3,16,46,1-2 m,1.632176,1.643546,11.3693,6965.73
Kartierung Versuch 3,16,47,2-3 m,2.308246,2.322749,14.5028,6283.03
Kartierung Versuch 3,16,48,2-3 m,2.043526,2.060417,16.8909,8265.55
Kartierung Versuch 3,16,49,1-2 m,1.897367,1.912480,15.1139,7965.72
Kartierung Versuch 3,16,50,1-2 m,1.564609,1.573886,9.2772,5929.41
Kartierung Versuch 3,16,51,2-3 m,2.889983,2.911090,21.1070,7303.51
Kartierung Versuch 3,16,52,1-2 m,1.934942,1.945564,10.6217,5489.40
Kartierung Versuch 3,16,53,2-3 m,2.292597,2.309550,16.9536,7394.94
Kartierung Versuch 3,16,54,1-2 m,1.718139,1.728453,10.3143,6003.20
Kartierung Versuch 3,16,55,1-2 m,1.934942,1.951619,16.6776,8619.18
Kartierung Versuch 3,16,56,1-2 m,1.200000,1.201678,1.6778,1398.14
Kartierung Versuch 3,16,57,2-3 m,2.212691,2.224304,11.6137,5248.68
Kartierung Versuch 3,16,58,1-2 m,1.609969,1.624622,14.6532,9101.52
Kartierung Versuch 3,16,59,2-3 m,2.642726,2.658453,15.7269,5951.01
Kartierung Versuch 3,16,60,2-3 m,2.163331,2.180987,17.6559,8161.44
Kartierung Versuch 3,16,61,1-2 m,1.827786,1.838092,10.3062,5638.65
Kartierung Versuch 3,16,62,1-2 m,1.697056,1.711863,14.8070,8725.08
Kartierung Versuch 3,16,63,2-3 m,2.390983,2.405697,14.7141,6153.98
Kartierung Versuch 3,16,64,2-3 m,2.292597,2.310387,17.7906,7760.04
Kartierung Versuch 3,16,65,1-2 m,1.018234,1.025825,7.5912,7455.25
Kartierung Versuch 3,16,66,0-1 m,0.758947,0.762161,3.2141,4234.93
Kartierung Versuch 3,16,67,1-2 m,1.503596,1.512989,9.3935,6247.37
Kartierung Versuch 3,16,68,1-2 m,1.341641,1.350022,8.3814,6247.10
Kartierung Versuch 3,16,100,1-2 m,1.868689,1.885800,17.1107,9156.55
Kartierung Versuch 3,16,101,1-2 m,1.481891,1.496445,14.5539,9821.15
Kartierung Versuch 3,16,102,1-2 m,1.272792,1.280621,7.8287,6150.82
Kartierung Versuch 3,16,103,1-2 m,1.328157,1.331556,3.3995,2559.56
Kartierung Versuch 3,16,104,1-2 m,1.529706,1.545057,15.3509,10035.22
Kartierung Versuch 3,16,105,1-2 m,1.060424,1.071956,11.5313,10874.21
Kartierung Versuch 3,16,106,0-1 m,0.672681,0.675185,2.5034,3721.53
Kartierung Versuch 3,16,107,0-1 m,0.782304,0.780500,-1.8040,-2306.02
Kartierung Versuch 3,16,108,2-3 m,2.580698,2.600219,19.5219,7564.57
Kartierung Versuch 3,16,109,1-2 m,1.980909,1.996436,15.5272,7838.45
Kartierung Versuch 3,16,110,1-2 m,1.021763,1.027108,5.3453,5231.45
Kartierung Versuch 3,16,111,1-2 m,1.621111,1.629352,8.2413,5083.75
Kartierung Versuch 3,16,112,2-3 m,2.635906,2.653412,17.5061,6641.40
Kartierung Versuch 3,16,113,2-3 m,2.052316,2.065336,13.0199,6344.00
Kartierung Versuch 3,16,114,1-2 m,1.154123,1.161724,7.6009,6585.87
Kartierung Versuch 3,16,115,1-2 m,1.707630,1.717846,10.2162,5982.66
Kartierung Versuch 3,16,116,1-2 m,1.789972,1.798801,8.8293,4932.66
Kartierung Versuch 3,16,117,1-2 m,1.410142,1.416885,6.7434,4782.09
Kartierung Versuch 3,16,118,1-2 m,1.147388,1.156448,9.0600,7896.21
Kartierung Versuch 3,16,119,1-2 m,1.214907,1.226140,11.2330,9246.00
Kartierung Versuch 3,16,120,2-3 m,2.220811,2.233822,13.0112,5858.75
Kartierung Versuch 3,16,121,1-2 m,1.906830,1.919380,12.5503,6581.78
Kartierung Versuch 3,16,122,1-2 m,1.749286,1.763588,14.3023,8176.11
Kartierung Versuch 3,16,123,1-2 m,1.789972,1.806043,16.0713,8978.54
Kartierung Versuch 3,16,200,2-3 m,2.564337,2.586694,22.3571,8718.46
Kartierung Versuch 3,16,202,2-3 m,2.797110,2.812924,15.8134,5653.48
Kartierung Versuch 3,16,203,2-3 m,2.064516,2.077949,13.4333,6506.77
Kartierung Versuch 3,17,18,0-1 m,0.480000,0.483919,3.9187,8163.94
Kartierung Versuch 3,17,19,0-1 m,0.960000,0.968644,8.6442,9004.41
Kartierung Versuch 3,17,20,1-2 m,1.073313,1.079774,6.4615,6020.14
Kartierung Versuch 3,17,21,0-1 m,0.240000,0.241374,1.3742,5725.89
Kartierung Versuch 3,17,22,0-1 m,0.720000,0.725333,5.3334,7407.54
Kartierung Versuch 3,17,23,0-1 m,0.989545,0.999867,10.3217,10430.78
Kartierung Versuch 3,17,24,1-2 m,1.200000,1.206584,6.5841,5486.79
Kartierung Versuch 3,17,25,0-1 m,0.678823,0.686763,7.9403,11697.11
Kartierung Versuch 3,17,26,1-2 m,1.073313,1.078799,5.4863,5111.53
Kartierung Versuch 3,17,27,0-1 m,0.536656,0.542974,6.3181,11773.04
Kartierung Versuch 3,17,28,0-1 m,0.865332,0.875883,10.5510,12193.01
Kartierung Versuch 3,17,29,0-1 m,0.989545,0.995435,5.8898,5952.05
Kartierung Versuch 3,17,30,1-2 m,1.200000,1.205897,5.8967,4913.89
Kartierung Versuch 3,17,31,0-1 m,0.480000,0.483416,3.4162,7117.04
Kartierung Versuch 3,17,32,1-2 m,1.073313,1.085592,12.2791,11440.37
Kartierung Versuch 3,17,33,0-1 m,0.960000,0.966367,6.3673,6632.59
Kartierung Versuch 3,17,34,1-2 m,1.357645,1.364187,6.5425,4818.99
Kartierung Versuch 3,17,35,0-1 m,0.758947,0.769585,10.6386,14017.56
Kartierung Versuch 3,17,36,1-2 m,1.073313,1.084521,11.2083,10442.74
Kartierung Versuch 3,17,37,1-2 m,1.697056,1.704143,7.0863,4175.64
Kartierung Versuch 3,17,38,1-2 m,1.517893,1.525595,7.7012,5073.64
Kartierung Versuch 3,17,39,0-1 m,0.804984,0.810299,5.3143,6601.70
Kartierung Versuch 3,17,40,1-2 m,1.106345,1.119408,13.0630,11807.37
Kartierung Versuch 3,17,41,1-2 m,1.718139,1.730454,12.3150,7167.63
Kartierung Versuch 3,17,42,1-2 m,1.878297,1.883270,4.9726,2647.40
Kartierung Versuch 3,17,43,2-3 m,2.095710,2.106430,10.7202,5115.28
Kartierung Versuch 3,17,44,1-2 m,1.341641,1.356735,15.0941,11250.45
Kartierung Versuch 3,17,45,1-2 m,1.632176,1.646737,14.5608,8921.11
Kartierung Versuch 3,17,46,2-3 m,2.292597,2.302856,10.2590,4474.85
Kartierung Versuch 3,17,47,1-2 m,1.368211,1.378898,10.6870,7810.96
Kartierung Versuch 3,17,48,1-2 m,1.564609,1.580718,16.1099,10296.45
Kartierung Versuch 3,17,49,2-3 m,2.308246,2.321842,13.5961,5890.21
Kartierung Versuch 3,17,50,2-3 m,2.429815,2.441126,11.3114,4655.24
Kartierung Versuch 3,17,51,2-3 m,2.212691,2.231290,18.5997,8405.93
Kartierung Versuch 3,17,52,2-3 m,2.683282,2.695997,12.7152,4738.67
Kartierung Versuch 3,17,53,2-3 m,2.473863,2.489268,15.4050,6227.09
Kartierung Versuch 3,17,54,2-3 m,2.696665,2.711167,14.5020,5377.76
Kartierung Versuch 3,17,55,1-2 m,1.934942,1.950557,15.6149,8069.94
Kartierung Versuch 3,17,56,2-3 m,2.212691,2.219431,6.7408,3046.43
Kartierung Versuch 3,17,57,1-2 m,1.200000,1.206388,6.3879,5323.21
Kartierung Versuch 3,17,58,1-2 m,1.609969,1.624212,14.2426,8846.48
Kartierung Versuch 3,17,59,1-2 m,1.632176,1.643073,10.8961,6675.83
Kartierung Versuch 3,17,60,1-2 m,1.953458,1.969691,16.2329,8309.84
Kartierung Versuch 3,17,61,0-1 m,0.960000,0.967156,7.1555,7453.67
Kartierung Versuch 3,17,62,1-2 m,1.357645,1.373111,15.4656,11391.50
Kartierung Versuch 3,17,63,1-2 m,1.560000,1.571112,11.1121,7123.12
Kartierung Versuch 3,17,64,1-2 m,1.831721,1.848565,16.8442,9195.84
Kartierung Versuch 3,17,65,1-2 m,1.440000,1.448833,8.8328,6133.88
Kartierung Versuch 3,17,66,1-2 m,1.730665,1.738567,7.9028,4566.33
Kartierung Versuch 3,17,67,2-3 m,2.040000,2.050899,10.8995,5342.87
Kartierung Versuch 3,17,68,2-3 m,2.254595,2.266928,12.3330,5470.16
Kartierung Versuch 3,17,100,2-3 m,2.087103,2.102661,15.5578,7454.27
Kartierung Versuch 3,17,101,1-2 m,1.980909,1.993503,12.5942,6357.80
Kartierung Versuch 3,17,102,2-3 m,2.052316,2.060472,8.1560,3974.04
Kartierung Versuch 3,17,103,2-3 m,2.284732,2.292057,7.3247,3205.95
Kartierung Versuch 3,17,104,1-2 m,1.529706,1.543380,13.6746,8939.39
Kartierung Versuch 3,17,105,1-2 m,1.384377,1.393327,8.9498,6464.83
Kartierung Versuch 3,17,106,1-2 m,1.500833,1.504772,3.9386,2624.29
Kartierung Versuch 3,17,107,1-2 m,1.789972,1.793196,3.2237,1800.99
Kartierung Versuch 3,17,108,2-3 m,2.016928,2.035074,18.1461,8996.88
Kartierung Versuch 3,17,109,1-2 m,1.481891,1.497234,15.3431,10353.77
Kartierung Versuch 3,17,110,1-2 m,1.906830,1.916222,9.3925,4925.70
Kartierung Versuch 3,17,111,2-3 m,2.466577,2.477702,11.1251,4510.34
Kartierung Versuch 3,17,112,1-2 m,1.868689,1.883088,14.3991,7705.46
Kartierung Versuch 3,17,113,1-2 m,1.272792,1.283233,10.4409,8203.11
Kartierung Versuch 3,17,114,1-2 m,1.749286,1.759045,9.7591,5578.90
Kartierung Versuch 3,17,115,2-3 m,2.346913,2.358881,11.9678,5099.37
Kartierung Versuch 3,17,116,0-1 m,0.782304,0.785952,3.6476,4662.62
Kartierung Versuch 3,17,117,0-1 m,0.434166,0.437733,3.5669,8215.64
Kartierung Versuch 3,17,118,0-1 m,0.724224,0.733857,9.6334,13301.76
Kartierung Versuch 3,17,119,1-2 m,1.214907,1.226555,11.6472,9586.93
Kartierung Versuch 3,17,120,1-2 m,1.214907,1.223205,8.2973,6829.61
Kartierung Versuch 3,17,121,1-2 m,1.021763,1.032054,10.2908,10071.56
Kartierung Versuch 3,17,122,1-2 m,1.154123,1.168209,14.0861,12204.98
Kartierung Versuch 3,17,123,1-2 m,1.529706,1.545148,15.4424,10094.99
Kartierung Versuch 3,17,200,2-3 m,2.403461,2.422253,18.7918,7818.65
Kartierung Versuch 3,17,202,1-2 m,1.811250,1.822470,11.2207,6195.03
Kartierung Versuch 3,17,203,2-3 m,2.249761,2.264342,14.5806,6480.97
Kartierung Versuch 3,18,19,1-2 m,1.073313,1.085342,12.0292,11207.57
Kartierung Versuch 3,18,20,0-1 m,0.960000,0.968037,8.0368,8371.62
Kartierung Versuch 3,18,21,0-1 m,0.720000,0.725293,5.2929,7351.25
Kartierung Versuch 3,18,22,0-1 m,0.240000,0.241415,1.4150,5895.66
Kartierung Versuch 3,18,23,1-2 m,1.200000,1.213876,13.8758,11563.13
Kartierung Versuch 3,18,24,0-1 m,0.989545,0.996398,6.8527,6925.13
Kartierung Versuch 3,18,25,1-2 m,1.073313,1.085098,11.7852,10980.25
Kartierung Versuch 3,18,26,0-1 m,0.678823,0.681821,2.9987,4417.47
Kartierung Versuch 3,18,27,0-1 m,0.989545,0.999770,10.2242,10332.20
Kartierung Versuch 3,18,28,1-2 m,1.200000,1.214241,14.2409,11867.40
Kartierung Versuch 3,18,29,0-1 m,0.536656,0.539083,2.4266,4521.79
Kartierung Versuch 3,18,30,0-1 m,0.865332,0.869655,4.3224,4995.06
Kartierung Versuch 3,18,31,0-1 m,0.960000,0.967335,7.3349,7640.47
Kartierung Versuch 3,18,32,1-2 m,1.357645,1.373338,15.6925,11558.64
Kartierung Versuch 3,18,33,0-1 m,0.480000,0.482449,2.4489,5101.79
Kartierung Versuch 3,18,34,1-2 m,1.073313,1.079101,5.7888,5393.38
Kartierung Versuch 3,18,35,0-1 m,0.758947,0.765133,6.1860,8150.76
Kartierung Versuch 3,18,36,1-2 m,1.517893,1.532833,14.9393,9842.14
Kartierung Versuch 3,18,37,1-2 m,1.697056,1.707608,10.5513,6217.41
Kartierung Versuch 3,18,38,1-2 m,1.073313,1.077818,4.5054,4197.62
Kartierung Versuch 3,18,39,1-2 m,1.106345,1.111672,5.3266,4814.57
Kartierung Versuch 3,18,40,0-1 m,0.804984,0.814199,9.2142,11446.45
Kartierung Versuch 3,18,41,1-2 m,1.878297,1.894798,16.5014,8785.29
Kartierung Versuch 3,18,42,1-2 m,1.718139,1.724387,6.2481,3636.56
Kartierung Versuch 3,18,43,1-2 m,1.632176,1.639362,7.1860,4402.73
Kartierung Versuch 3,18,44,1-2 m,1.341641,1.353744,12.1030,9021.04
Kartierung Versuch 3,18,45,2-3 m,2.095710,2.114229,18.5194,8836.84
Kartierung Versuch 3,18,46,2-3 m,2.292597,2.306646,14.0497,6128.28
Kartierung Versuch 3,18,47,1-2 m,1.564609,1.574745,10.1361,6478.33
Kartierung Versuch 3,18,48,1-2 m,1.368211,1.380948,12.7377,9309.74
Kartierung Versuch 3,18,49,2-3 m,2.429815,2.447444,17.6295,7255.49
Kartierung Versuch 3,18,50,2-3 m,2.308246,2.321650,13.4042,5807.09
Kartierung Versuch 3,18,51,2-3 m,2.683282,2.705889,22.6077,8425.40
Kartierung Versuch 3,18,52,2-3 m,2.212691,2.221649,8.9587,4048.77
Kartierung Versuch 3,18,53,2-3 m,2.696665,2.716159,19.4941,7228.95
Kartierung Versuch 3,18,54,2-3 m,2.473863,2.488755,14.8918,6019.65
Kartierung Versuch 3,18,55,2-3 m,2.212691,2.232280,19.5893,8853.17
Kartierung Versuch 3,18,56,1-2 m,1.934942,1.940715,5.7728,2983.45
Kartierung Versuch 3,18,57,1-2 m,1.609969,1.618682,8.7126,5411.67
Kartierung Versuch 3,18,58,1-2 m,1.200000,1.210577,10.5767,8813.91
Kartierung Versuch 3,18,59,1-2 m,1.953458,1.965448,11.9892,6137.42
Kartierung Versuch 3,18,60,1-2 m,1.632176,1.645192,13.0153,7974.21
Kartierung Versuch 3,18,61,1-2 m,1.440000,1.451074,11.0742,7690.43
Kartierung Versuch 3,18,62,1-2 m,1.730665,1.749621,18.9566,10953.39
Kartierung Versuch 3,18,63,2-3 m,2.040000,2.055030,15.0301,7367.69
Kartierung Versuch 3,18,64,2-3 m,2.254595,2.275288,20.6927,9178.00
Kartierung Versuch 3,18,65,0-1 m,0.960000,0.964915,4.9148,5119.62
Kartierung Versuch 3,18,66,1-2 m,1.357645,1.363462,5.8167,4284.44
Kartierung Versuch 3,18,67,1-2 m,1.560000,1.566981,6.9814,4475.28
Kartierung Versuch 3,18,68,1-2 m,1.831721,1.841055,9.3349,5096.25
Kartierung Versuch 3,18,100,2-3 m,2.284732,2.304427,19.6952,8620.34
Kartierung Versuch 3,18,101,2-3 m,2.052316,2.069120,16.8043,8187.99
Kartierung Versuch 3,18,102,1-2 m,1.980909,1.992043,11.1338,5620.54
Kartierung Versuch 3,18,103,2-3 m,2.087103,2.095066,7.9631,3815.38
Kartierung Versuch 3,18,104,1-2 m,1.789972,1.807916,17.9439,10024.69
Kartierung Versuch 3,18,105,1-2 m,1.500833,1.514189,13.3557,8898.86
Kartierung Versuch 3,18,106,1-2 m,1.384377,1.390297,5.9196,4276.00
Kartierung Versuch 3,18,107,1-2 m,1.529706,1.532256,2.5501,1667.07
Kartierung Versuch 3,18,108,2-3 m,2.466577,2.488625,22.0486,8938.93
Kartierung Versuch 3,18,109,1-2 m,1.906830,1.925825,18.9957,9961.90
Kartierung Versuch 3,18,110,1-2 m,1.481891,1.488432,6.5412,4414.10
Kartierung Versuch 3,18,111,2-3 m,2.016928,2.024575,7.6467,3791.27
Kartierung Versuch 3,18,112,2-3 m,2.346913,2.365285,18.3718,7828.08
Kartierung Versuch 3,18,113,1-2 m,1.749286,1.763657,14.3715,8215.66
Kartierung Versuch 3,18,114,1-2 m,1.272792,1.278784,5.9918,4707.58
Kartierung Versuch 3,18,115,1-2 m,1.868689,1.876808,8.1187,4344.59
Kartierung Versuch 3,18,116,1-2 m,1.214907,1.221427,6.5200,5366.63
Kartierung Versuch 3,18,117,0-1 m,0.724224,0.726585,2.3613,3260.42
Kartierung Versuch 3,18,118,0-1 m,0.434166,0.439593,5.4272,12500.40
Kartierung Versuch 3,18,119,0-1 m,0.782304,0.790100,7.7962,9965.66
Kartierung Versuch 3,18,120,1-2 m,1.529706,1.538938,9.2323,6035.35
Kartierung Versuch 3,18,121,1-2 m,1.154123,1.162018,7.8950,6840.65
Kartierung Versuch 3,18,122,1-2 m,1.021763,1.032021,10.2575,10038.98
Kartierung Versuch 3,18,123,1-2 m,1.214907,1.226894,11.9863,9865.99
Kartierung Versuch 3,18,200,2-3 m,2.749077,2.772634,23.5569,8569.01
Kartierung Versuch 3,18,202,2-3 m,2.249761,2.264363,14.6022,6490.54
Kartierung Versuch 3,18,203,1-2 m,1.811250,1.821700,10.4504,5769.72
Kartierung Versuch 3,19,20,0-1 m,0.480000,0.484082,4.0820,8504.16
Kartierung Versuch 3,19,21,0-1 m,0.989545,0.996919,7.3734,7451.34
Kartierung Versuch 3,19,22,1-2 m,1.200000,1.213211,13.2110,11009.16
Kartierung Versuch 3,19,23,0-1 m,0.240000,0.241843,1.8432,7680.07
Kartierung Versuch 3,19,24,0-1 m,0.720000,0.726085,6.0846,8450.81
Kartierung Versuch 3,19,25,0-1 m,0.678823,0.683268,4.4453,6548.56
Kartierung Versuch 3,19,26,1-2 m,1.073313,1.084143,10.8299,10090.15
Kartierung Versuch 3,19,27,0-1 m,0.865332,0.871309,5.9764,6906.45
Kartierung Versuch 3,19,28,0-1 m,0.536656,0.540185,3.5285,6574.92
Kartierung Versuch 3,19,29,1-2 m,1.200000,1.212805,12.8054,10671.20
Kartierung Versuch 3,19,30,0-1 m,0.989545,0.998717,9.1721,9268.99
Kartierung Versuch 3,19,31,1-2 m,1.073313,1.080167,6.8544,6386.22
Kartierung Versuch 3,19,32,0-1 m,0.480000,0.483399,3.3990,7081.22
Kartierung Versuch 3,19,33,1-2 m,1.357645,1.371773,14.1277,10406.02
Kartierung Versuch 3,19,34,0-1 m,0.960000,0.967356,7.3562,7662.72
Kartierung Versuch 3,19,35,1-2 m,1.697056,1.715823,18.7668,11058.42
Kartierung Versuch 3,19,36,1-2 m,1.073313,1.079512,6.1998,5776.32
Kartierung Versuch 3,19,37,0-1 m,0.758947,0.757479,-1.4681,-1934.39
Kartierung Versuch 3,19,38,1-2 m,1.517893,1.530562,12.6683,8345.99
Kartierung Versuch 3,19,39,1-2 m,1.718139,1.732177,14.0388,8170.93
Kartierung Versuch 3,19,40,1-2 m,1.878297,1.899540,21.2433,11309.89
Kartierung Versuch 3,19,41,0-1 m,0.804984,0.809460,4.4756,5559.82
Kartierung Versuch 3,19,42,1-2 m,1.106345,1.106147,-0.1984,-179.33
Kartierung Versuch 3,19,43,2-3 m,2.095710,2.111281,15.5707,7429.81
Kartierung Versuch 3,19,44,2-3 m,2.292597,2.316262,23.6649,10322.31
Kartierung Versuch 3,19,45,1-2 m,1.632176,1.642793,10.6165,6504.53
Kartierung Versuch 3,19,46,1-2 m,1.341641,1.343089,1.4483,1079.50
Kartierung Versuch 3,19,47,2-3 m,2.308246,2.327322,19.0762,8264.36
Kartierung Versuch 3,19,48,2-3 m,2.429815,2.454477,24.6618,10149.65
Kartierung Versuch 3,19,49,1-2 m,1.368211,1.373538,5.3276,3893.87
Kartierung Versuch 3,19,50,1-2 m,1.564609,1.568256,3.6477,2331.38
Kartierung Versuch 3,19,51,2-3 m,2.212691,2.227675,14.9846,6772.13
Kartierung Versuch 3,19,52,2-3 m,2.683282,2.701628,18.3468,6837.46
Kartierung Versuch 3,19,53,1-2 m,1.632176,1.639907,7.7305,4736.29
Kartierung Versuch 3,19,54,1-2 m,1.953458,1.962449,8.9903,4602.26
Kartierung Versuch 3,19,55,1-2 m,1.200000,1.208184,8.1844,6820.35
Kartierung Versuch 3,19,56,1-2 m,1.609969,1.615175,5.2057,3233.44
Kartierung Versuch 3,19,57,1-2 m,1.934942,1.947868,12.9264,6680.53
Kartierung Versuch 3,19,58,2-3 m,2.212691,2.235430,22.7394,10276.82
Kartierung Versuch 3,19,59,2-3 m,2.473863,2.492037,18.1740,7346.40
Kartierung Versuch 3,19,60,2-3 m,2.696665,2.721897,25.2322,9356.82
Kartierung Versuch 3,19,61,1-2 m,1.357645,1.364881,7.2357,5329.58
Kartierung Versuch 3,19,62,0-1 m,0.960000,0.967153,7.1526,7450.67
Kartierung Versuch 3,19,63,1-2 m,1.831721,1.842434,10.7134,5848.84
Kartierung Versuch 3,19,64,1-2 m,1.560000,1.570565,10.5647,6772.23
Kartierung Versuch 3,19,65,1-2 m,1.730665,1.746402,15.7373,9093.24
Kartierung Versuch 3,19,66,1-2 m,1.440000,1.449917,9.9172,6886.96
Kartierung Versuch 3,19,67,2-3 m,2.254595,2.272019,17.4238,7728.12
Kartierung Versuch 3,19,68,2-3 m,2.040000,2.055277,15.2773,7488.89
Kartierung Versuch 3,19,100,1-2 m,1.214907,1.222752,7.8445,6456.90
Kartierung Versuch 3,19,101,1-2 m,1.021763,1.025821,4.0582,3971.74
Kartierung Versuch 3,19,102,1-2 m,1.154123,1.153999,-0.1243,-107.69
Kartierung Versuch 3,19,103,1-2 m,1.529706,1.531979,2.2727,1485.74
Kartierung Versuch 3,19,104,0-1 m,0.782304,0.789237,6.9332,8862.48
Kartierung Versuch 3,19,105,0-1 m,0.434166,0.435017,0.8512,1960.51
Kartierung Versuch 3,19,106,0-1 m,0.724224,0.723157,-1.0671,-1473.41
Kartierung Versuch 3,19,107,1-2 m,1.214907,1.217772,2.8645,2357.81
Kartierung Versuch 3,19,108,1-2 m,1.868689,1.881318,12.6291,6758.25
Kartierung Versuch 3,19,109,1-2 m,1.272792,1.281169,8.3763,6581.07
Kartierung Versuch 3,19,110,1-2 m,1.749286,1.761855,12.5695,7185.48
Kartierung Versuch 3,19,111,2-3 m,2.346913,2.362657,15.7439,6708.35
Kartierung Versuch 3,19,112,2-3 m,2.016928,2.029354,12.4260,6160.85
Kartierung Versuch 3,19,113,1-2 m,1.481891,1.490275,8.3846,5658.02
Kartierung Versuch 3,19,114,1-2 m,1.906830,1.922486,15.6557,8210.35
Kartierung Versuch 3,19,115,2-3 m,2.466577,2.484696,18.1197,7346.09
Kartierung Versuch 3,19,116,1-2 m,1.529706,1.539940,10.2339,6690.13
Kartierung Versuch 3,19,117,1-2 m,1.384377,1.397020,12.6429,9132.54
Kartierung Versuch 3,19,118,1-2 m,1.500833,1.518449,17.6156,11737.22
Kartierung Versuch 3,19,119,1-2 m,1.789972,1.809662,19.6897,10999.98
Kartierung Versuch 3,19,120,2-3 m,2.087103,2.103139,16.0354,7683.11
Kartierung Versuch 3,19,121,1-2 m,1.980909,1.999888,18.9793,9581.13
Kartierung Versuch 3,19,122,2-3 m,2.052316,2.074671,22.3556,10892.86
Kartierung Versuch 3,19,123,2-3 m,2.284732,2.308799,24.0671,10533.88
Kartierung Versuch 3,19,200,1-2 m,1.811250,1.825168,13.9180,7684.17
Kartierung Versuch 3,19,202,2-3 m,2.403461,2.417308,13.8472,5761.36
Kartierung Versuch 3,19,203,2-3 m,2.749077,2.770885,21.8076,7932.71
Kartierung Versuch 3,20,21,1-2 m,1.200000,1.206307,6.3072,5256.04
Kartierung Versuch 3,20,22,0-1 m,0.989545,0.998639,9.0941,9190.23
